"Record ID","Company name","Company owner","Create Date","Type","Lifecycle Stage","Lead Status","Associated Deal","Associated Deal IDs"
"31015471211","Ahlsell Group","Gjermund Moastuen","2025-03-13 06:46","Prospect","Lead","Attempted to Contact","",""
"31009503779","Ahlsell Norge AS","Gjermund Moastuen","2025-03-13 06:42","Prospect","Lead","Attempted to Contact","",""
"31009503043","Reodor Studios","Gjermund Moastuen","2025-03-13 06:15","Prospect","Opportunity","Connected","Reodor Studios","35525483151"
"30995048621","Powerpal","Gjermund Moastuen","2025-03-12 18:30","Prospect","Lead","New","",""
"30875479823","Nettbil","Gjermund Moastuen","2025-03-10 10:11","Prospect","Sales Qualified Lead","Connected","",""
"30825229330","Felleskjøpet Rogaland Agder","Gjermund Moastuen","2025-03-09 14:56","Prospect","Lead","New","",""
"30779031919","Situne AS","Gjermund Moastuen","2025-03-09 13:35","Prospect","Opportunity","Connected","Situne - Ny avtale","34943562496"
"30777497677","Lea bank","Gjermund Moastuen","2025-03-07 14:41","Prospect","Lead","New","",""
"30773968792","Again X","Gjermund Moastuen","2025-03-07 11:59","Prospect","Lead","New","",""
"30773967688","Mediaset - Solutions for Retail","Gjermund Moastuen","2025-03-07 11:33","Prospect","Lead","","",""
"30731915802","Scatec","Carl Petterson","2025-03-06 10:13","Prospect","Lead","New","",""
"30749051736","Elopak","Carl Petterson","2025-03-06 10:08","Prospect","Lead","New","",""
"30684303517","Marine Technologies","Gjermund Moastuen","2025-03-06 07:22","Prospect","Lead","New","",""
"30700908666","Kameleon","Gjermund Moastuen","2025-03-05 17:56","Prospect","Lead","New","",""
"30680804898","youcations.com","Gjermund Moastuen","2025-03-05 15:29","Prospect","Lead","New","",""
"30679383967","SpinChip","Gjermund Moastuen","2025-03-05 15:11","Prospect","Lead","New","",""
"30679348356","Econ Nordic","Gjermund Moastuen","2025-03-05 15:00","Prospect","Lead","New","",""
"30679347777","Nettbureau","Gjermund Moastuen","2025-03-05 14:53","Prospect","Lead","New","",""
"30679347117","Patentstyret - Norwegian Industrial Property Office","Gjermund Moastuen","2025-03-05 14:46","Prospect","Lead","New","",""
"30662714751","health2b.no","Carl Petterson","2025-03-05 14:39","Prospect","Lead","New","",""
"30679698304","Aleap","Carl Petterson","2025-03-05 14:37","Prospect","Lead","Connected","",""
"30675596706","Vi3","Gjermund Moastuen","2025-03-05 11:53","Prospect","Lead","New","",""
"30662706007","reduzer app","Gjermund Moastuen","2025-03-05 11:25","Prospect","Lead","New","",""
"30675168606","TheVIT","Gjermund Moastuen","2025-03-05 09:17","Prospect","Lead","Connected","",""
"30662696350","Entrepedia","Gjermund Moastuen","2025-03-05 09:04","Prospect","Lead","New","",""
"30662695946","Lexolve","Gjermund Moastuen","2025-03-05 08:52","Prospect","Lead","New","",""
"30672404304","Fossagrim","Gjermund Moastuen","2025-03-05 08:37","Prospect","Lead","New","",""
"30645194043","JOR","Gjermund Moastuen","2025-03-04 11:38","Prospect","Lead","New","",""
"30644473622","Manda","Gjermund Moastuen","2025-03-04 11:23","Prospect","Lead","New","",""
"30644473168","Spoor","Gjermund Moastuen","2025-03-04 11:15","Prospect","Lead","New","",""
"30645191213","Li-Tech","Gjermund Moastuen","2025-03-04 10:18","Prospect","Lead","New","",""
"30644466733","Saga Legal AI","Gjermund Moastuen","2025-03-04 09:13","Prospect","Lead","New","",""
"30644452665","Frequentis","Gjermund Moastuen","2025-03-04 01:46","Prospect","Lead","New","",""
"30576755337","Kindly","Gjermund Moastuen","2025-03-03 15:25","Prospect","Lead","New","",""
"30576750205","Noteless","Gjermund Moastuen","2025-03-03 14:19","Prospect","Lead","New","",""
"30556971524","Keenious","Gjermund Moastuen","2025-03-01 09:34","Prospect","Lead","New","",""
"30525558112","Motivation Branding","Gjermund Moastuen","2025-02-28 17:44","Prospect","Lead","New","",""
"30532800895","proprate.com","Gjermund Moastuen","2025-02-28 17:04","Prospect","Lead","New","",""
"30516740663","bloomoslo.no","Gjermund Moastuen","2025-02-28 16:59","Prospect","Lead","Connected","",""
"30555030282","StormGeo","Gjermund Moastuen","2025-02-28 14:17","Prospect","Lead","New","",""
"30490872104","Radionor Communications AS","Gjermund Moastuen","2025-02-28 13:32","Prospect","Lead","New","",""
"30498932801","Dr.Dropin","Gjermund Moastuen","2025-02-28 11:26","Prospect","Lead","New","",""
"30438852531","Amazon Prime Video","Carl Petterson","2025-02-27 10:20","Prospect","Sales Qualified Lead","Connected","",""
"30451805104","Adminkit","Gjermund Moastuen","2025-02-27 09:54","Prospect","Lead","New","",""
